price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;lat;long;sqft_living15;sqft_lot15
1.24E+06;7;5.5;6630;13782;2;0;0;3;10;4930;1700;2004;0;475.399;-122.118;4470;8639
494500;4;3;3760;8804;2;0;0;3;8;2470;1290;2002;0;475.161;-122.191;1960;7225
725000;4;2.25;3180;9600;2;0;0;3;10;3180;0;1984;0;476.313;-122.045;2840;10739
411000;4;2.75;2500;5257;2;0;0;3;8;2500;0;1966;0;475.293;-122.287;1660;5970
765000;4;2.75;2790;10819;2;0;0;3;10;2790;0;1996;0;475.515;-122.08;3080;12603
616000;4;2.5;3440;6915;2;0;0;3;10;3440;0;2006;0;473.538;-122.004;3200;6915
919950;5;2.75;3170;7062;2;0;0;3;9;3170;0;2014;0;475.937;-122.061;3210;6891
349000;4;2.5;1800;7620;2;0;0;3;8;1800;0;1995;0;474.346;-122.201;1800;6879
965000;4;2.5;2460;5000;2;0;0;5;8;1620;840;1938;0;476.282;-122.293;2320;5000
450000;3;1.75;1810;12600;1;0;0;3;7;1400;410;1977;0;477.143;-122.233;1934;12600
239000;3;1.75;1340;16480;1;0;0;4;7;1340;0;1968;0;47.364;-122.162;1520;10451
375000;3;2.5;1830;13042;2;0;0;3;8;1830;0;1990;0;473.738;-122.042;1940;6996
408000;3;1.75;1600;313672;1;0;0;4;7;1600;0;1960;0;474.129;-122.08;1780;90860
315000;6;2;1750;17685;1;0;0;4;5;1750;0;1943;0;475.096;-122.178;1750;9209
380000;2;1;1470;81021;1;0;0;4;6;1470;0;1949;0;474.771;-122.03;2600;69696
180000;2;1;770;9370;1;0;0;3;7;770;0;1947;0;47.762;-122.321;1060;9352
451101;2;1.5;1510;1962;2;0;0;4;8;1510;0;1985;0;476.214;-122.153;1510;2182
390000;3;2.5;2770;8820;1;0;0;3;7;1900;870;1980;2004;473.685;-122.048;1850;10920
1.25E+06;4;2.25;3300;15375;1.5;0;3;3;8;2820;480;1933;1984;47.526;-122.225;3250;15375
399000;2;2;1110;1155;3;0;0;3;7;980;130;2008;0;475.496;-122.388;1110;1089
364000;4;1;1020;11383;1.5;0;0;5;6;1020;0;1947;0;477.429;-122.321;1290;11213
330000;4;2.25;2000;10679;1;0;0;3;7;1350;650;1960;0;474.238;-122.329;1650;8875
625000;3;2.5;2360;12164;2;0;0;3;10;2360;0;1987;0;475.596;-122.022;2400;11260
310000;7;1.5;2660;15111;1.5;0;0;4;7;2660;0;1962;0;474.644;-122.066;1710;15429
1.03E+06;4;3.5;4370;10860;2;0;0;3;11;4370;0;2008;0;475.066;-122.148;3560;8070
598000;4;2.5;3130;40918;2;0;0;3;9;3130;0;1994;0;474.761;-121.723;2760;35440
405000;3;1;960;3960;1;0;0;3;7;960;0;1943;0;476.465;-122.404;1550;6050
202950;2;1;1060;5144;1;0;0;5;6;1060;0;1969;0;473.613;-122.088;1130;5200
249500;4;1.5;2120;8554;1;0;0;4;7;1170;950;1977;0;472.933;-122.195;1790;8554
585000;2;1.75;1280;7110;1;0;0;4;7;1000;280;1955;0;475.569;-122.273;1550;6835
480000;4;1.75;2220;6500;2;0;3;4;8;2220;0;1964;0;474.519;-122.375;2430;11600
828500;4;2.5;3720;35000;2;0;0;3;10;3720;0;1983;0;477.582;-122.13;3720;35000
460000;3;1.75;1370;8467;1;0;0;4;7;970;400;1972;0;476.644;-122.145;1650;8472
425000;3;2.5;1950;5689;2;0;0;3;7;1950;0;2009;0;475.158;-121.873;2190;5653
525000;2;1;1360;6120;1;0;0;3;7;1060;300;1947;0;476.841;-122.291;1800;5100
425000;3;2.25;1580;39189;1;0;0;3;7;1180;400;1992;0;476.365;-121.972;1580;29649
560000;3;2;2340;3477;1;0;1;5;7;1170;1170;1971;0;47.54;-122.267;2110;6300
306500;3;2.5;1970;6291;2;0;0;4;7;1970;0;1998;0;473.627;-122.073;1980;8852
500000;4;2.25;2060;44431;2;0;0;3;7;2060;0;1988;0;47.744;-122.046;2160;45657
298900;3;2.5;1852;4000;2;0;0;3;7;1852;0;2014;0;473.451;-122.209;2475;4000
402500;4;1;1270;3630;1.5;0;0;3;7;1270;0;1903;0;476.135;-122.307;1420;4848
215000;4;1.5;1430;8775;1;0;0;3;7;1030;400;1979;0;473.034;-122.383;1390;7800
747000;3;1.75;2560;4800;1;0;0;3;7;1280;1280;1911;0;476.207;-122.295;1620;4800
305000;4;2.25;2580;8820;1;0;0;4;9;1620;960;1967;0;473.122;-122.376;2140;8400
712000;4;2.25;2450;11960;1;0;0;3;10;2450;0;1979;0;476.351;-122.06;2600;11960
650000;3;2.5;2180;37042;2;0;0;3;9;2180;0;1998;0;47.722;-122.026;2880;32688
213400;4;2.5;1680;6655;2;0;0;3;7;1680;0;2001;0;473.867;-122.191;1680;6982
560000;3;2;2870;95396;1;0;0;4;9;1350;1520;1980;0;474.834;-122.001;2870;102366
230000;2;1;1280;4635;1;0;0;3;6;840;440;1917;0;475.532;-122.28;1660;6180
755000;4;2.75;2880;4000;1.5;0;0;3;9;2100;780;1912;2000;475.843;-122.293;2110;4000
315500;3;1;1160;10500;1;0;0;4;7;1160;0;1966;0;477.267;-122.227;1520;10500
169900;3;1;910;5800;1.5;0;0;4;5;910;0;1900;0;472.068;-121.992;1400;6766
400000;3;2.5;2740;83199;2;0;4;3;9;2740;0;1973;0;473.581;-122.266;2500;29269
322500;3;1;1020;13504;1;0;0;5;7;1020;0;1959;0;475.121;-122.17;1110;11158
85000;2;1;910;9753;1;0;0;3;5;910;0;1947;0;473.897;-122.236;1160;7405
630000;2;2.25;2550;5663;1;0;0;3;10;1720;830;2011;0;475.304;-122.202;2560;3828
300000;3;1;2150;7007;1;0;0;3;6;2150;0;1954;0;477.615;-122.362;1720;9000
247000;4;2;1750;8116;1;0;0;4;5;1750;0;1943;0;475.097;-122.181;1440;7865
597326;4;4;3570;8250;2;0;0;3;10;2860;710;2015;0;475.784;-122.226;2230;10000
622500;4;2.5;2980;8107;2;0;0;3;9;2980;0;2000;0;475.389;-121.876;2750;7760
955990;5;3.25;3830;6507;2;0;0;3;9;3830;0;2014;0;476.843;-122.016;3950;6723
350000;4;1;1170;8147;1.5;0;0;3;6;1170;0;1959;0;477.281;-122.289;1260;8147
335000;3;2.25;1870;5876;2;0;0;3;7;1870;0;1986;0;473.779;-122.045;1670;6203
360000;3;1.75;1020;7020;1.5;0;0;4;7;1020;0;1953;0;477.362;-122.314;1020;5871
221000;3;2.25;1640;7350;1;0;0;3;7;1140;500;1984;0;472.625;-122.3;1480;8041
690000;3;2.75;2480;3240;1.5;0;0;3;9;1890;590;1929;0;476.399;-122.311;2160;3240
507000;3;2.5;2120;7201;2;0;0;3;8;2120;0;2003;0;477.174;-122.337;1930;7206
358000;3;1.5;2450;12497;1;0;0;4;7;2450;0;1967;0;475.317;-121.834;1560;11700
215000;3;1;1690;7700;1;0;0;4;7;1690;0;1969;0;473.444;-122.304;1590;7700
295000;3;2;1810;10530;1;0;2;3;8;1810;0;1991;0;471.913;-122.012;1910;10450
266200;3;1.5;1430;9600;1;0;0;4;7;1430;0;1966;0;474.737;-122.15;1590;10240
263700;3;1;1200;6561;1;0;0;3;6;1200;0;1950;1968;477.763;-122.36;1340;9450
828950;4;3.5;3930;5680;2;0;1;3;9;2820;1110;2013;0;475.528;-122.076;3700;5816
531000;3;2.25;1910;8390;1;0;0;3;7;1910;0;1979;0;47.73;-122.216;2410;8390
264500;3;1.75;1650;16200;1;0;0;3;7;1650;0;1976;0;473.926;-122.168;1650;8680
347000;3;1.75;1330;7848;1;0;0;3;8;1330;0;1978;0;474.463;-122.127;2110;8497
772500;4;1;1720;4410;1.5;0;2;3;7;1720;0;1928;0;476.791;-122.402;2140;4500
250000;3;2;1440;5457;2;0;0;3;7;1440;0;1986;0;473.784;-122.046;1480;6286
386500;4;1;1400;3600;1;0;0;4;6;700;700;1901;0;475.972;-122.295;1690;3600
1.03E+06;5;2.75;3190;16920;1;0;3;3;9;1690;1500;1976;0;475.641;-122.16;3100;13100
370000;3;2.25;3230;35306;2;0;0;3;9;3230;0;1987;0;473.065;-122.113;2760;35285
404500;2;1;1270;3700;1.5;0;0;3;7;1270;0;1909;0;475.949;-122.307;1980;3200
1.20E+06;4;2.75;4110;8400;2;0;1;3;9;3130;980;1928;2013;47.717;-122.281;2820;8400
310000;3;2;2010;12950;1;0;0;3;8;2010;0;1953;0;477.222;-122.229;1490;10181
284000;3;2.25;2080;2050;1.5;0;0;3;7;1550;530;2003;0;474.199;-122.157;2080;2275
365000;4;2.5;1570;9600;1;0;0;3;7;800;770;1972;0;477.757;-122.303;1340;9110
625000;4;3;2190;12825;1;0;0;3;9;1520;670;1989;0;477.107;-122.229;3050;4673
470000;3;1;1170;4400;1;0;0;3;7;870;300;1951;0;476.584;-122.391;1240;4400
727000;4;3;3150;9703;2;0;0;3;9;3150;0;2001;0;475.962;-122.018;3150;8819
320000;5;3;2970;7000;1;0;0;3;8;1810;1160;1979;0;473.079;-122.341;2630;8062
889000;4;2.5;2570;4480;1.5;0;0;4;8;1580;990;1927;0;476.701;-122.291;2070;4480
691000;4;3;3040;11651;2;0;0;3;10;3040;0;1987;0;476.348;-122.038;2540;11815
606000;4;2.25;2390;8858;1;0;0;4;8;1740;650;1979;0;476.925;-122.184;2240;8858
324900;4;2.5;1880;7965;2;0;0;3;7;1880;0;2000;0;473.642;-122.052;1570;7584
599000;4;2;3410;15143;2;0;0;4;8;3410;0;1972;1987;476.709;-122.052;2350;25936
675000;4;2.75;2280;3200;1.5;0;0;5;8;1520;760;1931;0;476.709;-122.282;1970;4687
189000;3;2;1460;11481;1;0;0;2;7;1170;290;1995;0;474.493;-121.777;1540;9680
465000;3;1.5;900;8690;1.5;0;0;5;6;900;0;1941;0;475.751;-122.393;1000;6150
339950;3;2.5;2140;7641;1;0;0;3;8;1290;850;1979;0;475.053;-122.186;2090;8000
499500;3;2.5;2970;21907;2;0;0;3;9;2970;0;1998;2006;474.741;-122.099;2040;27917
367000;3;2.25;1400;1320;3;0;2;3;8;1400;0;2006;0;477.147;-122.356;1490;1449
430000;4;1;1620;37075;1.5;0;0;3;7;1620;0;1943;0;475.654;-121.929;2190;87117
637000;4;2.5;2120;15000;2;0;0;4;8;2120;0;1983;0;477.159;-122.1;2170;15000
692000;4;2.5;2350;9779;1;0;0;3;10;2350;0;1987;0;476.411;-122.065;2700;10441
641000;4;3.25;2760;4104;2;0;0;3;8;1900;860;2014;0;475.286;-122.187;2760;5186
580000;2;1;1040;3200;1;0;0;3;7;1040;0;1926;0;476.558;-122.334;1890;4000
571500;4;2.75;2180;5799;2;0;0;4;8;2180;0;1993;0;475.702;-121.995;2060;6061
203000;3;1;1150;7156;1;0;0;4;6;1150;0;1953;0;474.864;-122.317;1210;7156
900000;3;2.5;3180;12600;2;0;0;4;11;3180;0;1978;0;476.366;-122.058;3030;12835
2.54E+06;4;3.5;4350;6000;2;0;0;5;10;2970;1380;1908;0;476.277;-122.286;4190;7200
295000;4;2;1650;7200;1;0;0;3;7;1650;0;1964;0;477.543;-122.344;1410;7200
181100;4;1.75;1850;7500;1;0;0;3;7;1850;0;1954;0;474.217;-122.333;1460;7500
248000;4;2.25;2320;8760;1;0;0;4;8;1160;1160;1966;0;473.627;-122.285;1970;8690
435000;4;2.25;1910;8400;2;0;0;3;7;1910;0;1975;0;477.352;-122.175;1910;8400
220650;2;1.75;1460;10500;1;0;0;3;7;1460;0;1980;0;474.461;-121.768;1340;9600
253000;2;1;1310;7128;1;0;0;4;7;940;370;1980;0;473.958;-122.189;1400;7161
279475;2;1;1060;10600;1.5;0;0;3;6;1060;0;1968;0;475.375;-121.742;1560;21344
1.18E+06;3;2.5;1970;23180;1;1;4;3;8;1100;870;1937;1998;475.495;-122.398;3030;34689
318000;3;1.75;1570;12506;1;0;0;4;8;1570;0;1959;0;473.365;-122.319;2120;13243
313000;2;1.5;870;747;2;0;0;3;8;800;70;2004;0;476.967;-122.342;1710;1280
549000;2;1;1140;5400;1;0;0;5;7;1140;0;1908;0;476.205;-122.294;1520;4800
475000;3;1.75;1680;3420;1;0;0;3;7;960;720;1992;0;476.855;-122.291;1680;4080
799900;4;2.5;3030;7800;2;0;0;3;9;1580;1450;1991;0;47.689;-122.196;2840;7435
902500;3;3.5;3240;23522;2;0;0;3;10;2130;1110;1992;0;473.388;-122.033;3180;23273
189000;3;1;860;5200;1;0;0;5;6;860;0;1969;0;473.677;-122.078;1010;5200
307000;3;1.75;1410;16105;1;0;0;3;7;1410;0;1982;0;476.927;-121.913;1550;18615
366400;4;2.25;2040;14383;1;0;0;4;8;1270;770;1977;0;473.849;-122.163;2030;11500
1.48E+06;3;2.25;4470;22518;2;0;2;3;9;3240;1230;1953;2004;47.574;-122.18;2930;21837
635000;3;1.75;2940;6000;1;0;2;4;8;1590;1350;1957;0;477.235;-122.369;2880;8100
1.68E+06;5;3.25;4860;23723;2;0;2;4;11;3820;1040;1989;0;475.767;-122.215;4040;13860
580000;5;2.75;3550;9600;2;0;0;3;7;3550;0;1960;0;476.766;-122.186;3370;9600
269950;3;2.5;1480;9743;2;0;0;4;7;1480;0;1996;0;473.293;-122.001;1810;9601
512500;3;3;2260;2400;2;0;0;3;7;2260;0;1909;1972;476.094;-122.31;1320;2790
312900;4;2.5;1630;4473;2;0;0;3;7;1630;0;2003;0;473.546;-122.015;1830;5082
255000;3;1;1250;10094;1;0;0;4;6;1250;0;1927;0;474.987;-121.781;1300;10094
625000;4;1.75;2410;6770;1;0;0;4;7;1220;1190;1924;0;476.946;-122.336;1440;6770
1.15E+06;6;3.75;4090;49542;2;0;0;3;9;3100;990;1984;0;476.408;-122.153;2980;43357
510000;3;2.25;2340;6183;1;0;0;3;7;1210;1130;1929;0;476.979;-122.31;1970;6183
537000;4;1.75;2230;7957;1;0;0;4;7;2230;0;1967;0;475.859;-122.122;2230;8040
300000;2;1.5;1300;6120;1;0;0;3;6;820;480;1945;0;475.088;-122.338;1250;6120
530000;4;1.75;1814;5000;1;0;0;4;7;944;870;1951;0;47.684;-122.281;1290;5000
650880;3;2.5;2930;6050;2;0;0;3;9;2930;0;2008;0;475.151;-121.883;2760;5765
235000;3;1.75;1200;9266;1;0;0;4;7;1200;0;1960;0;47.314;-122.208;1200;9266
850000;5;2.75;2920;11880;1;0;0;5;8;1660;1260;1968;0;475.133;-122.031;3910;14491
875000;4;2.25;3720;12384;1;0;2;5;8;1860;1860;1970;0;475.836;-122.074;3180;15541
682000;2;1;890;5000;1;0;0;3;7;890;0;1943;0;476.666;-122.279;1680;5000
559950;3;2.5;1660;1458;3;0;0;3;9;1660;0;2014;0;475.876;-122.309;1660;1784
975000;5;4;4850;36450;2;0;0;3;10;4850;0;1977;0;476.426;-122.158;3850;35325
970000;4;3.25;2790;5420;1;0;3;3;9;1130;1660;1963;2013;477.698;-122.386;2530;7200
275000;2;1.75;930;7080;1;0;0;3;6;930;0;1923;2006;475.224;-122.36;1100;7680
625000;3;1.75;1840;5664;2;0;0;3;7;1270;570;1948;0;476.899;-122.283;1480;5664
207000;3;1;1980;18730;1;0;0;4;7;1280;700;1943;0;473.221;-122.282;1356;9450
356000;2;1;920;4095;1;0;0;4;6;920;0;1914;0;475.484;-122.278;1460;4945
660000;3;2.5;2590;35640;1;0;0;3;9;2590;0;1987;0;475.516;-122.03;2590;31200
330000;4;2.5;2210;5929;2;0;0;3;8;2210;0;2004;0;47.35;-122.139;2200;5901
269000;2;2;1540;5000;1.5;0;0;3;8;1540;0;1986;0;47.319;-122.394;1590;5000
235000;3;1;1430;7599;1.5;0;0;4;6;1010;420;1930;0;474.783;-122.265;1290;10320
215000;3;1;960;7200;1;0;0;4;6;960;0;1958;0;474.583;-122.353;1060;7620
650000;4;2.5;2860;5576;2;0;0;3;8;2860;0;2004;0;47.745;-122.224;2290;10667
449000;4;2.5;1980;5400;2;0;0;3;8;1980;0;1998;0;475.182;-122.207;1980;5400
1.35E+06;4;4.5;3420;7440;3;0;0;3;9;3420;0;2014;0;476.875;-122.33;1360;5580
475000;3;1.75;1780;8033;1;0;0;2;7;1210;570;1977;0;477.275;-122.219;1630;7508
1.20E+06;3;3.5;4310;10842;2;0;2;3;10;3140;1170;1988;0;477.735;-122.386;2280;11106
1.21E+06;5;4.25;4150;12015;2;0;0;3;10;4150;0;2014;0;475.816;-122.021;3230;27520
490000;3;2.5;2230;5348;2;0;0;3;8;2230;0;2000;0;475.347;-121.866;2190;5205
237000;3;1.5;1800;9216;1;0;0;4;7;1800;0;1950;0;472.739;-122.249;1400;10022
405000;2;1;880;3000;1;0;0;5;7;880;0;1927;0;476.868;-122.349;1300;3000
273000;3;2.25;1930;8192;1;0;0;3;7;1470;460;1984;0;472.624;-122.299;1510;8192
249900;3;1;1100;5000;1;0;0;3;7;1100;0;1960;0;475.433;-122.283;1020;5000
608250;4;2.75;3030;21780;2;0;0;3;8;3030;0;1986;0;474.481;-122.338;3020;28027
350000;4;2.5;1660;2500;2;0;0;3;7;1660;0;2007;0;475.437;-122.283;1030;5000
324950;3;1.5;1210;7560;1;0;0;3;7;1210;0;1941;0;475.255;-122.374;980;7560
306500;2;1;1390;19988;1;0;2;4;7;1390;0;1949;0;473.985;-122.321;2580;10490
824000;7;4.25;3670;4000;2;0;1;3;8;2800;870;1964;0;476.375;-122.388;2010;4000
1.70E+06;3;2;2600;6600;2;0;4;3;10;1930;670;1970;2014;476.055;-122.285;2670;6270
415000;5;2.75;2060;8906;1;0;0;4;7;1220;840;1978;0;475.358;-122.289;1840;8906
907500;4;2.5;2770;8642;2;0;0;4;9;2770;0;1987;0;476.599;-122.146;2670;9000
575000;3;1.75;1580;7344;1;0;0;5;7;1580;0;1911;0;475.256;-122.38;1580;6207
411100;3;1.5;1040;10323;1;0;0;4;7;1040;0;1958;0;475.882;-122.155;1580;7200
972000;4;3.25;4010;13797;2;0;0;3;11;4010;0;2003;0;475.229;-122.152;3980;12120
147200;3;1;1420;9600;1;0;0;4;6;1420;0;1954;0;474.232;-122.292;1400;8415
432500;3;2.5;1340;8867;2;0;0;3;8;1340;0;1984;0;47.724;-122.327;1630;7287
495000;3;2.25;1280;1517;2;0;0;3;8;1080;200;2008;0;476.651;-122.368;1280;1681
550000;3;2.25;1720;9600;1;0;0;4;7;1220;500;1967;0;476.581;-122.126;1720;9600
273500;3;2.5;1550;3402;2;0;0;3;7;1550;0;2009;0;473.523;-122.212;2095;3402
569500;4;1;1960;3194;2;0;0;3;7;1960;0;1907;0;476.005;-122.296;1870;4200
814950;4;2.75;2990;6626;2;0;0;3;9;2990;0;2014;0;477.107;-122.11;2910;5533
430000;2;1.5;1090;4013;1.5;0;0;3;7;1090;0;1900;0;476.652;-122.338;1390;4013
555000;5;2.75;2810;13144;1;0;0;3;8;1440;1370;1964;0;476.199;-122.141;2480;13144
651000;3;1.5;1890;4400;1.5;0;0;5;7;1890;0;1919;0;476.662;-122.326;1620;4080
330000;4;3.5;3150;6202;2;0;0;3;7;3150;0;2005;0;473.993;-122.162;2950;5940
470000;5;2;1900;6000;1.5;0;0;4;6;1900;0;1920;0;476.831;-122.186;2110;8400
240000;3;1;1260;7920;1;0;0;3;7;1260;0;1966;0;473.452;-122.308;1300;7920
286000;2;1;780;3475;1;0;0;4;5;780;0;1930;0;474.944;-121.789;1210;6769
342500;2;1.5;1320;826;2;0;0;3;8;1100;220;2008;0;475.879;-122.304;1340;1213
529000;3;1;1210;3328;1.5;0;0;4;7;1210;0;1924;0;476.729;-122.363;1640;3333
650000;3;2.5;1480;2159;3;0;0;3;8;1480;0;2007;0;476.533;-122.341;1480;1554
282000;3;2.25;2420;7548;1;0;0;4;8;1370;1050;1967;0;473.112;-122.376;2150;8000
280000;3;2;1790;42399;1;0;0;4;7;1790;0;1990;0;473.143;-122.134;1330;40015
515000;4;3.5;3400;5222;2;0;0;3;9;3400;0;2005;0;473.559;-122;3190;5326
192000;2;1.75;1340;7380;1;0;0;3;6;1340;0;1940;0;474.785;-122.229;1980;9600
472500;2;2.25;1700;2383;2;0;0;3;8;1700;0;2005;0;47.547;-121.997;1700;2700
371500;3;2;1370;8336;1;0;0;5;7;1370;0;1964;0;477.458;-122.331;1770;7288
408000;3;2.25;2800;35362;2;0;0;3;9;2800;0;1985;0;473.507;-122.089;2800;37058
194820;3;1.5;1100;32700;1;0;0;3;7;1100;0;1967;0;473.186;-122.289;1616;32700
680000;3;2.25;1820;8316;1;0;0;5;7;1320;500;1960;0;475.849;-122.169;1780;8400
880000;3;1.75;3860;9000;1;0;2;3;9;1930;1930;1970;0;477.431;-122.29;2960;9000
1.36E+06;2;1.75;2620;14138;2;1;4;3;8;2120;500;1931;1991;477.142;-122.277;1830;8279
348450;4;2.5;1950;8628;2;0;0;3;8;1950;0;1994;0;473.817;-122.035;2210;9019
369000;3;2.25;1820;99752;1;0;0;4;7;1820;0;1969;0;472.838;-122.006;1850;117612
487000;2;2.5;1470;2533;2;0;0;3;8;1470;0;2005;0;476.874;-122.165;1470;6511
695000;4;2.75;2660;7389;2;0;0;3;9;2660;0;2002;0;475.993;-121.977;2820;7388
430000;3;1.75;1200;4500;1;0;0;5;7;1200;0;1906;0;475.553;-122.316;1340;4500
308000;2;1;1080;6250;1;0;2;4;7;1080;0;1942;1968;475.128;-122.251;2100;6875
540000;5;2.5;3100;10189;2;0;0;3;8;3100;0;2002;0;47.738;-121.965;2840;10189
419900;3;2.5;1630;1755;2;0;0;3;8;1320;310;1997;0;47.691;-122.176;1920;14550
275500;3;1;1060;7246;1;0;0;4;6;1060;0;1981;0;474.936;-122.165;1090;6694
570000;4;3;2460;10401;1;0;0;5;7;1700;760;1947;0;477.106;-122.285;1470;7727
470000;4;1;1740;37238;1.5;0;0;4;7;1740;0;1932;0;475.651;-121.902;1810;18352
240000;4;2.25;1720;8300;1;0;0;4;8;1720;0;1973;0;473.192;-122.385;2010;8000
487000;6;3.25;4750;248600;2;0;0;4;8;4750;0;1947;0;471.879;-121.973;2230;311610
500000;5;3;3720;25474;2;0;4;3;9;2090;1630;1986;0;473.296;-122.256;1870;14547
495000;3;2.25;1780;8050;1;0;0;4;7;1230;550;1979;0;476.977;-122.126;1780;7200
1.75E+06;6;3;3510;5760;2.5;0;0;4;10;3510;0;1906;0;476.263;-122.312;3450;5760
425000;3;2.5;1340;10018;1;0;0;4;7;1340;0;1976;0;476.366;-122.094;2520;13068
695500;5;2.75;2510;9180;1;0;1;4;8;1600;910;1975;0;476.389;-122.098;2650;9780
450000;3;2.5;1990;3478;2;0;0;3;10;1520;470;1990;0;476.361;-122.399;1710;6157
545800;4;2.5;1980;4500;2;0;0;3;8;1980;0;1989;0;47.579;-122.001;1770;4595
298000;3;1.75;1620;12825;1;0;0;3;8;1340;280;1962;0;473.321;-122.323;2076;11200
1.38E+06;5;3.5;5150;12230;2;0;2;3;10;3700;1450;2007;0;476.249;-122.09;2940;13462
446000;5;2.75;2190;12687;1;0;0;5;7;1370;820;1978;0;477.762;-122.257;2280;10784
587206;3;3.5;1890;1710;2;0;0;3;8;1640;250;1999;0;476.592;-122.349;1680;1562
315000;2;1;970;5665;1;0;0;4;6;970;0;1908;0;475.513;-122.273;1490;4429
667500;4;3;1920;4000;1.5;0;0;4;8;1540;380;1931;0;475.718;-122.385;1660;4000
300000;3;1;1220;13000;1;0;0;4;7;1220;0;1955;0;477.608;-122.353;1510;12600
246000;4;1.5;2120;7110;1.5;0;0;3;6;2120;0;1919;0;473.846;-122.227;1540;7110
521450;3;2;1290;5700;1;0;0;5;7;1290;0;1950;0;475.713;-122.397;1160;5700
335000;2;2;1420;5185;1;0;0;3;7;1420;0;2004;0;473.543;-122.022;2140;4890
475999;4;1.75;1880;4175;1.5;0;0;3;7;1090;790;1944;0;476.646;-122.364;1700;3758
242000;4;2.5;1750;11400;2;0;0;4;7;1750;0;1975;0;473.149;-122.386;1890;9024
507000;4;2;1360;2746;1.5;0;0;3;7;1360;0;1945;2011;476.736;-122.39;1960;2746
363750;3;1.75;1726;197326;2;0;0;4;7;1726;0;1982;0;473.484;-122.505;2114;99316
660000;3;1.75;1750;5200;1;0;1;4;8;1750;0;1956;0;476.995;-122.383;2060;5200
355000;3;1.75;2370;9750;1;0;0;4;7;1280;1090;1979;0;474.459;-121.773;1230;9775
523950;3;2.25;1420;1282;3;0;0;3;8;1420;0;2006;0;476.533;-122.346;1530;1280
592000;3;2.5;2400;81892;2;0;0;3;8;2400;0;1985;0;475.028;-121.769;1370;37270
325000;3;1;850;6906;1;0;0;3;6;850;0;1948;0;477.441;-122.314;1150;6907
305000;3;2.25;1740;6650;1;0;0;3;7;1240;500;1978;0;472.979;-122.379;1740;7000
320000;3;1.75;1480;7225;1;0;0;4;7;1480;0;1965;0;47.513;-122.185;1430;7201
290000;4;1.75;1820;22043;2.5;0;0;4;7;1820;0;1918;0;477.606;-122.28;1880;19961
445000;4;2;1650;6000;1;0;0;5;7;1000;650;1959;0;475.834;-122.307;1540;6000
360000;3;1;1120;10500;1;0;0;4;7;1120;0;1966;0;477.267;-122.226;1320;10500
401000;3;2;1240;11172;1;0;0;3;7;1000;240;1984;0;476.364;-122.037;1330;14102
299900;4;2.75;2330;7200;1;0;0;4;8;1560;770;1977;0;473.203;-122.385;2350;7600
290000;4;2;1630;7618;1.5;0;0;3;7;1630;0;1967;0;473.658;-122.317;1320;8774
950000;3;3.25;3330;15093;2.5;0;0;3;9;3330;0;1988;0;475.395;-122.242;4340;20031
2.34E+06;4;2.5;4500;35200;1;0;0;3;13;4500;0;1988;0;475.477;-122.126;4760;35200
340000;2;1;860;7102;1;0;0;3;6;860;0;1947;0;477.042;-122.369;1450;7102
615000;3;1.75;2220;7224;1;0;2;3;8;2040;180;1975;0;47.774;-122.384;2540;9990
432900;3;2.5;2210;9226;2;0;0;3;8;2210;0;1998;0;474.849;-121.782;2430;8902
325000;2;1;810;4080;1;0;0;4;6;810;0;1941;0;475.337;-122.379;1400;4080
850000;3;2.5;2940;10809;2;0;0;3;10;2940;0;1992;0;475.418;-122.136;3090;10348
197000;3;1;1090;17630;1;0;0;4;7;1090;0;1962;0;47.288;-122.196;1300;12000
485000;3;2;1610;4160;1;0;0;4;7;1010;600;1917;0;475.421;-122.388;1040;4400
645000;4;2.5;2690;18653;2;0;0;3;8;2690;0;1985;0;476.449;-122.059;2230;9744
652100;3;2.5;2380;5017;2;0;0;3;9;2380;0;2003;0;476.297;-122.021;2670;6066
399000;4;3;3060;5000;2;0;0;3;8;3060;0;2001;0;473.786;-122.126;3060;5668
1.03E+06;5;3.5;5050;16500;2;0;2;3;11;5050;0;2001;0;475.863;-121.967;4570;16500
510500;3;1;1270;8000;1;0;0;4;7;1270;0;1957;0;475.874;-122.136;1470;8000
618000;4;2.25;2470;7350;1;0;0;3;7;1600;870;1978;0;476.936;-122.128;1970;7700
720000;4;2.5;3420;17038;2;0;0;3;9;3420;0;2007;0;47.718;-122.241;2520;14190
400000;3;2;1170;3868;1.5;0;0;4;7;1170;0;1925;0;475.543;-122.29;1400;3800
583000;3;2.5;2600;5100;2;0;1;3;8;2600;0;1998;0;475.175;-122.205;2270;5400
96500;3;1;840;12091;1;0;0;3;6;840;0;1959;0;473.281;-122.343;840;9324
790000;4;3.5;2720;3000;2;0;0;3;9;2250;470;2014;0;475.371;-122.388;1600;4600
256703;3;2;1670;4441;1;0;0;3;7;1670;0;2014;0;471.948;-121.975;1670;4622
293000;4;2.25;1870;5371;2;0;0;3;7;1870;0;2009;0;473.844;-122.036;2380;4502
288000;3;2.5;1150;887;3;0;0;3;7;1150;0;2007;0;477.072;-122.356;1180;915
925000;3;3.25;2610;4500;1.5;0;0;4;9;1660;950;1909;0;476.701;-122.339;2110;4500
